from,to,h,prior,n_subnodes,type,name,count
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat('0')),-15.398973,7,SEQ,repeat,2
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat('0')),-15.398973,7,SEQ,append,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat('0')),-15.398973,7,SEQ,delete,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat('0')),-15.398973,7,SEQ,cut,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 5 9) repeat('0')),-17.796868,8,INT,0,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 5 9) repeat('0')),-17.796868,8,INT,1,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 5 9) repeat('0')),-17.796868,8,INT,2,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 5 9) repeat('0')),-17.796868,8,INT,3,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 5 9) repeat('0')),-17.796868,8,INT,4,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 5 9) repeat('0')),-17.796868,8,INT,5,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 5 9) repeat('0')),-17.796868,8,INT,6,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 5 9) repeat('0')),-17.796868,8,INT,7,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 5 9) repeat('0')),-17.796868,8,INT,8,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 5 9) repeat('0')),-17.796868,8,INT,9,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 5 9) repeat('0')),-17.796868,8,INT,30,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 5 9) repeat('0')),-17.796868,8,SEQ,1,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 5 9) repeat('0')),-17.796868,8,SEQ,0,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 5 9) repeat('0')),-17.796868,8,SEQ,from_seq,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 5 9) repeat('0')),-17.796868,8,SEQ,invert,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 5 9) repeat('0')),-17.796868,8,SEQ,repeat,2
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 5 9) repeat('0')),-17.796868,8,SEQ,append,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 5 9) repeat('0')),-17.796868,8,SEQ,delete,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 5 9) repeat('0')),-17.796868,8,SEQ,cut,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 0 4) repeat('0')),-17.796868,8,INT,0,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 0 4) repeat('0')),-17.796868,8,INT,1,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 0 4) repeat('0')),-17.796868,8,INT,2,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 0 4) repeat('0')),-17.796868,8,INT,3,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 0 4) repeat('0')),-17.796868,8,INT,4,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 0 4) repeat('0')),-17.796868,8,INT,5,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 0 4) repeat('0')),-17.796868,8,INT,6,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 0 4) repeat('0')),-17.796868,8,INT,7,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 0 4) repeat('0')),-17.796868,8,INT,8,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 0 4) repeat('0')),-17.796868,8,INT,9,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 0 4) repeat('0')),-17.796868,8,INT,30,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 0 4) repeat('0')),-17.796868,8,SEQ,1,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 0 4) repeat('0')),-17.796868,8,SEQ,0,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 0 4) repeat('0')),-17.796868,8,SEQ,from_seq,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 0 4) repeat('0')),-17.796868,8,SEQ,invert,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 0 4) repeat('0')),-17.796868,8,SEQ,repeat,2
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 0 4) repeat('0')),-17.796868,8,SEQ,append,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 0 4) repeat('0')),-17.796868,8,SEQ,delete,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 0 4) repeat('0')),-17.796868,8,SEQ,cut,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat(invert('1'))),-17.796868,8,INT,0,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat(invert('1'))),-17.796868,8,INT,1,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat(invert('1'))),-17.796868,8,INT,2,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat(invert('1'))),-17.796868,8,INT,3,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat(invert('1'))),-17.796868,8,INT,4,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat(invert('1'))),-17.796868,8,INT,5,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat(invert('1'))),-17.796868,8,INT,6,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat(invert('1'))),-17.796868,8,INT,7,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat(invert('1'))),-17.796868,8,INT,8,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat(invert('1'))),-17.796868,8,INT,9,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat(invert('1'))),-17.796868,8,INT,30,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat(invert('1'))),-17.796868,8,SEQ,1,2
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat(invert('1'))),-17.796868,8,SEQ,0,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat(invert('1'))),-17.796868,8,SEQ,from_seq,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat(invert('1'))),-17.796868,8,SEQ,invert,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat(invert('1'))),-17.796868,8,SEQ,repeat,2
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat(invert('1'))),-17.796868,8,SEQ,append,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat(invert('1'))),-17.796868,8,SEQ,delete,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat(invert('1'))),-17.796868,8,SEQ,cut,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat(repeat('0'))),-17.796868,8,INT,0,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat(repeat('0'))),-17.796868,8,INT,1,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat(repeat('0'))),-17.796868,8,INT,2,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat(repeat('0'))),-17.796868,8,INT,3,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat(repeat('0'))),-17.796868,8,INT,4,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat(repeat('0'))),-17.796868,8,INT,5,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat(repeat('0'))),-17.796868,8,INT,6,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat(repeat('0'))),-17.796868,8,INT,7,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat(repeat('0'))),-17.796868,8,INT,8,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat(repeat('0'))),-17.796868,8,INT,9,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat(repeat('0'))),-17.796868,8,INT,30,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat(repeat('0'))),-17.796868,8,SEQ,1,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat(repeat('0'))),-17.796868,8,SEQ,0,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat(repeat('0'))),-17.796868,8,SEQ,from_seq,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat(repeat('0'))),-17.796868,8,SEQ,invert,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat(repeat('0'))),-17.796868,8,SEQ,repeat,3
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat(repeat('0'))),-17.796868,8,SEQ,append,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat(repeat('0'))),-17.796868,8,SEQ,delete,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat('1') 4) repeat(repeat('0'))),-17.796868,8,SEQ,cut,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 2 6) repeat('0')),-17.796868,8,INT,0,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 2 6) repeat('0')),-17.796868,8,INT,1,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 2 6) repeat('0')),-17.796868,8,INT,2,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 2 6) repeat('0')),-17.796868,8,INT,3,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 2 6) repeat('0')),-17.796868,8,INT,4,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 2 6) repeat('0')),-17.796868,8,INT,5,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 2 6) repeat('0')),-17.796868,8,INT,6,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 2 6) repeat('0')),-17.796868,8,INT,7,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 2 6) repeat('0')),-17.796868,8,INT,8,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 2 6) repeat('0')),-17.796868,8,INT,9,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 2 6) repeat('0')),-17.796868,8,INT,30,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 2 6) repeat('0')),-17.796868,8,SEQ,1,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 2 6) repeat('0')),-17.796868,8,SEQ,0,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 2 6) repeat('0')),-17.796868,8,SEQ,from_seq,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 2 6) repeat('0')),-17.796868,8,SEQ,invert,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 2 6) repeat('0')),-17.796868,8,SEQ,repeat,2
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 2 6) repeat('0')),-17.796868,8,SEQ,append,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 2 6) repeat('0')),-17.796868,8,SEQ,delete,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 2 6) repeat('0')),-17.796868,8,SEQ,cut,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat(invert('0')) 4) repeat('0')),-17.796868,8,INT,0,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat(invert('0')) 4) repeat('0')),-17.796868,8,INT,1,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat(invert('0')) 4) repeat('0')),-17.796868,8,INT,2,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat(invert('0')) 4) repeat('0')),-17.796868,8,INT,3,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat(invert('0')) 4) repeat('0')),-17.796868,8,INT,4,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat(invert('0')) 4) repeat('0')),-17.796868,8,INT,5,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat(invert('0')) 4) repeat('0')),-17.796868,8,INT,6,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat(invert('0')) 4) repeat('0')),-17.796868,8,INT,7,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat(invert('0')) 4) repeat('0')),-17.796868,8,INT,8,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat(invert('0')) 4) repeat('0')),-17.796868,8,INT,9,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat(invert('0')) 4) repeat('0')),-17.796868,8,INT,30,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat(invert('0')) 4) repeat('0')),-17.796868,8,SEQ,1,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat(invert('0')) 4) repeat('0')),-17.796868,8,SEQ,0,2
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat(invert('0')) 4) repeat('0')),-17.796868,8,SEQ,from_seq,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat(invert('0')) 4) repeat('0')),-17.796868,8,SEQ,invert,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat(invert('0')) 4) repeat('0')),-17.796868,8,SEQ,repeat,2
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat(invert('0')) 4) repeat('0')),-17.796868,8,SEQ,append,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat(invert('0')) 4) repeat('0')),-17.796868,8,SEQ,delete,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat(invert('0')) 4) repeat('0')),-17.796868,8,SEQ,cut,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(invert(repeat('0')) 4) repeat('0')),-17.796868,8,INT,0,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(invert(repeat('0')) 4) repeat('0')),-17.796868,8,INT,1,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(invert(repeat('0')) 4) repeat('0')),-17.796868,8,INT,2,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(invert(repeat('0')) 4) repeat('0')),-17.796868,8,INT,3,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(invert(repeat('0')) 4) repeat('0')),-17.796868,8,INT,4,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(invert(repeat('0')) 4) repeat('0')),-17.796868,8,INT,5,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(invert(repeat('0')) 4) repeat('0')),-17.796868,8,INT,6,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(invert(repeat('0')) 4) repeat('0')),-17.796868,8,INT,7,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(invert(repeat('0')) 4) repeat('0')),-17.796868,8,INT,8,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(invert(repeat('0')) 4) repeat('0')),-17.796868,8,INT,9,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(invert(repeat('0')) 4) repeat('0')),-17.796868,8,INT,30,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(invert(repeat('0')) 4) repeat('0')),-17.796868,8,SEQ,1,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(invert(repeat('0')) 4) repeat('0')),-17.796868,8,SEQ,0,2
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(invert(repeat('0')) 4) repeat('0')),-17.796868,8,SEQ,from_seq,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(invert(repeat('0')) 4) repeat('0')),-17.796868,8,SEQ,invert,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(invert(repeat('0')) 4) repeat('0')),-17.796868,8,SEQ,repeat,2
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(invert(repeat('0')) 4) repeat('0')),-17.796868,8,SEQ,append,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(invert(repeat('0')) 4) repeat('0')),-17.796868,8,SEQ,delete,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(invert(repeat('0')) 4) repeat('0')),-17.796868,8,SEQ,cut,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat(repeat('1')) 4) repeat('0')),-17.796868,8,INT,0,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat(repeat('1')) 4) repeat('0')),-17.796868,8,INT,1,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat(repeat('1')) 4) repeat('0')),-17.796868,8,INT,2,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat(repeat('1')) 4) repeat('0')),-17.796868,8,INT,3,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat(repeat('1')) 4) repeat('0')),-17.796868,8,INT,4,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat(repeat('1')) 4) repeat('0')),-17.796868,8,INT,5,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat(repeat('1')) 4) repeat('0')),-17.796868,8,INT,6,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat(repeat('1')) 4) repeat('0')),-17.796868,8,INT,7,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat(repeat('1')) 4) repeat('0')),-17.796868,8,INT,8,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat(repeat('1')) 4) repeat('0')),-17.796868,8,INT,9,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat(repeat('1')) 4) repeat('0')),-17.796868,8,INT,30,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat(repeat('1')) 4) repeat('0')),-17.796868,8,SEQ,1,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat(repeat('1')) 4) repeat('0')),-17.796868,8,SEQ,0,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat(repeat('1')) 4) repeat('0')),-17.796868,8,SEQ,from_seq,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat(repeat('1')) 4) repeat('0')),-17.796868,8,SEQ,invert,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat(repeat('1')) 4) repeat('0')),-17.796868,8,SEQ,repeat,3
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat(repeat('1')) 4) repeat('0')),-17.796868,8,SEQ,append,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat(repeat('1')) 4) repeat('0')),-17.796868,8,SEQ,delete,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(delete(repeat(repeat('1')) 4) repeat('0')),-17.796868,8,SEQ,cut,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 3 7) repeat('0')),-17.796868,8,INT,0,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 3 7) repeat('0')),-17.796868,8,INT,1,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 3 7) repeat('0')),-17.796868,8,INT,2,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 3 7) repeat('0')),-17.796868,8,INT,3,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 3 7) repeat('0')),-17.796868,8,INT,4,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 3 7) repeat('0')),-17.796868,8,INT,5,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 3 7) repeat('0')),-17.796868,8,INT,6,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 3 7) repeat('0')),-17.796868,8,INT,7,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 3 7) repeat('0')),-17.796868,8,INT,8,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 3 7) repeat('0')),-17.796868,8,INT,9,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 3 7) repeat('0')),-17.796868,8,INT,30,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 3 7) repeat('0')),-17.796868,8,SEQ,1,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 3 7) repeat('0')),-17.796868,8,SEQ,0,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 3 7) repeat('0')),-17.796868,8,SEQ,from_seq,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 3 7) repeat('0')),-17.796868,8,SEQ,invert,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 3 7) repeat('0')),-17.796868,8,SEQ,repeat,2
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 3 7) repeat('0')),-17.796868,8,SEQ,append,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 3 7) repeat('0')),-17.796868,8,SEQ,delete,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,append(cut(repeat('1') 3 7) repeat('0')),-17.796868,8,SEQ,cut,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,repeat(append(delete(repeat('1') 4) repeat('0'))),-17.796868,8,INT,0,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,repeat(append(delete(repeat('1') 4) repeat('0'))),-17.796868,8,INT,1,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,repeat(append(delete(repeat('1') 4) repeat('0'))),-17.796868,8,INT,2,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,repeat(append(delete(repeat('1') 4) repeat('0'))),-17.796868,8,INT,3,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,repeat(append(delete(repeat('1') 4) repeat('0'))),-17.796868,8,INT,4,1
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,repeat(append(delete(repeat('1') 4) repeat('0'))),-17.796868,8,INT,5,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,repeat(append(delete(repeat('1') 4) repeat('0'))),-17.796868,8,INT,6,0
bbaaabbaaabbaaa,bbbbaaaaaaaaaaa,repeat(append(delete(repeat('1') 4) repeat('0'))),-17.796868,8,INT,7,0
